0.61538,0.76389,0.77565,2.579,2.121
0.57692,0.81945,0.8159,2.6045,2.201
0.76923,0.81945,0.85915,2.607,2.244
0.53846,0.79861,0.78823,2.61,2.291
0.61538,0.78472,0.80282,2.6175,2.373
0.53846,0.79861,0.80181,2.6175,2.435
0.61538,0.82639,0.84356,2.6175,2.462
0.57692,0.78472,0.78873,2.6175,2.481
0.53846,0.79861,0.80181,2.6175,2.485
0.5,0.79861,0.80131,2.601,2.485
0.53846,0.81945,0.81539,2.557,2.4785
0.38462,0.85416,0.88129,2.532,2.476
0.38462,0.86805,0.88129,2.507,2.476
0.42308,0.84028,0.86821,2.459,2.476
0.46154,0.77083,0.77364,2.3995,2.49
0.42308,0.74305,0.75956,2.324,2.49
0.42308,0.74305,0.73239,2.2555,2.54
0.34615,0.79167,0.78571,2.197,2.546
0.38462,0.72917,0.73189,2.165,2.546
0.42308,0.75695,0.73239,1.447,2.531
0.34615,0.70139,0.71781,1.364,2.531
0.34615,0.71528,0.73139,1.286,2.556
0.34615,0.72917,0.73139,1.216,2.544
0.30769,0.67361,0.69014,1.127,2.552
0.26923,0.65972,0.67606,1.051,2.556
0.26923,0.64583,0.66247,0.97,2.531
0.26923,0.65278,0.64889,0.895,2.5105
0.23077,0.625,0.63481,0.832,2.5105
0.26923,0.63195,0.64889,0.787,2.5105
0.26923,0.63195,0.60815,0.696,2.5105
0.19231,0.63889,0.64789,0.626,2.551
0.19231,0.63889,0.63431,0.573,2.522
0.038462,0.65278,0.64588,0.597,2.484
0.11538,0.61111,0.61972,0.493,2.461
0.23077,0.59722,0.60765,0.455,2.412
0.15385,0.61805,0.60664,0.408,2.359
0.15385,0.61805,0.60664,0.366,2.31
0.15385,0.59722,0.59306,0.4525,2.263
0.11538,0.59028,0.59256,0.4525,2.216
0.038462,0.59028,0.59155,0.4525,2.164
0.076923,0.54861,0.56489,0.4525,2.099
0.038462,0.54861,0.53722,0.4525,2.048
0.15385,0.52778,0.52515,0.4525,1.993
0.23077,0.51389,0.52616,0.4525,1.954
0.076923,0.49305,0.49698,0.4525,1.883
0.23077,0.5,0.49899,0.4525,1.763
0.34615,0.47917,0.48692,0.4525,1.693
0.076923,0.45833,0.46982,0.4525,1.638
0.076923,0.4375,0.42907,0.4525,1.638
0.15385,0.40972,0.4165,0.503,1.58
0,0.39583,0.38732,0.45,1.548
0,0.36805,0.38732,0.524,1.538
0.5,0.38195,0.38028,0.581,1.528
0.11538,0.36111,0.36167,0.662,1.548
0.11538,0.34028,0.36167,0.74,1.537
0.11538,0.29861,0.32093,0.838,1.529
0.15385,0.31945,0.32143,0.946,1.5355
0.19231,0.3125,0.32193,1.015,1.535
0.23077,0.34028,0.3496,1.149,1.535
0.30769,0.375,0.39135,1.231,1.535
0.42308,0.38195,0.39286,1.28,1.529
0.34615,0.40278,0.40543,1.306,1.537
0.38462,0.38195,0.39235,1.371,1.533
0.38462,0.38195,0.39235,1.457,1.53
0.15385,0.41667,0.44366,1.55,1.52
0.42308,0.44445,0.44718,1.625,1.5295
0.5,0.45833,0.43461,1.684,1.529
